# StartTime = 08/11/2026 01:11:43.6990 PM
Time (sec), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1), Absolute load value (%), Knocking Retard (deg)
911.271,0,4.6875,2540,44.5,1.9988174,12.941176,0
911.457,0,4.6875,2737.25,38.5,1.9988174,12.941176,0
911.703,0,4.6875,2913.25,39,1.9988174,12.54902,0
912.039,0,4.6875,3063,37.5,1.9988174,13.333333,0
912.435,0,4.6875,3198,37.5,1.9988174,13.333333,0
912.626,0,4.6875,2858,37,1.9988174,13.725491,0
912.890,0,4.6875,2716.25,39,1.9988174,12.941176,0
913.095,0,4.6875,2605,42,1.9988174,13.333333,0
913.376,0,4.6875,2449.5,44.5,1.9988174,12.941176,0
913.585,0,14.0625,2449.5,44.5,1.9988174,12.941176,0
913.798,0,14.0625,2281,38.5,1.9988174,11.764706,0
914.045,0,14.0625,2281,38.5,1.9988174,11.764706,0
914.275,0,14.0625,2133.5,40.5,1.9988174,12.156863,0
914.492,0,14.0625,2133.5,40.5,1.9988174,12.156863,0
914.746,0,14.0625,2018.75,42.5,1.9988174,12.54902,0
914.956,0,14.0625,1981.5,42.5,1.9988174,12.54902,0
915.190,0,4.6875,1981.5,42.5,1.9988174,12.54902,0
915.390,0,4.6875,1951.5,35,1.9988174,10.980392,0
915.587,0,4.6875,1951.5,35,1.9988174,10.980392,0
915.812,0,4.6875,1926,18,1.010282,17.647058,0
916.116,0,4.6875,1945.75,19,0.9710285,17.647058,0
916.720,0,4.6875,1948.5,10.5,0.903898,17.254902,0
917.683,-3.125,4.6875,1948.5,10.5,0.903898,17.254902,0
917.909,5.46875,4.6875,1890.75,33.5,0.962275,12.156863,0
918.139,7.03125,4.6875,1890.75,33.5,0.962275,12.156863,0
918.338,6.25,4.6875,1926.5,32,0.8981335,34.117645,0
918.602,4.6875,4.6875,1926.5,32,0.8981335,34.117645,0
918.809,0.78125,6.25,1987,28.5,0.894443,49.80392,0
919.033,0,6.25,2123.75,10,0.8327415,69.01961,-0.49806207
919.232,4.6875,6.25,2290.5,6,0.992409,86.27451,-0.49806207
919.457,0.78125,6.25,2497.25,7.5,0.9920125,87.45098,-0.49806207
919.650,0.78125,6.25,2855.5,9.5,0.9390645,88.62745,-0.49806207
919.879,0.78125,6.25,3067.75,10.5,0.9418705,88.62745,-0.49806207
920.117,1.5625,6.25,3286.75,11.5,0.9560225,88.23529,-0.49806207
920.407,5.46875,6.25,3286.75,11.5,0.9560225,88.23529,-0.49806207
920.686,9.375,6.25,3564.5,12,0.9824355,89.411766,-0.49806207
921.513,3.90625,6.25,3803.5,12,0.9161895,92.15686,-0.49806207
922.069,-1.5625,6.25,4182,13.5,0.8629975,94.5098,0.0019531846
922.674,-1.5625,6.25,5000.5,17.5,0.8600695,96.86275,0.039063692
923.269,-1.5625,6.25,5516.75,18,0.8176745,94.5098,0.017578661
923.629,1.5625,6.25,6126.25,18.5,0.817766,95.29412,0.06445509
923.849,2.34375,6.25,6860.25,22,0.808555,93.333336,0.09765923
924.086,3.90625,6.25,6860.25,22,0.808555,93.333336,0.09765923
924.314,4.6875,6.25,7074.25,23,0.8252995,91.37255,0.10547197
924.533,4.6875,6.25,7417,23,0.816302,89.01961,0.11328471
924.748,4.6875,6.25,7417,23,0.816302,89.01961,0.11328471
925.403,8.59375,6.25,7502.25,8.5,1.2766385,21.568628,0
926.296,0,4.6875,7502.25,8.5,1.2766385,21.568628,0
926.614,0,4.6875,5422.75,38,1.9988174,15.294118,0
926.840,0,4.6875,4880.75,40.5,1.9988174,14.509804,0
927.060,0,4.6875,4880.75,40.5,1.9988174,14.509804,0
927.278,0,4.6875,4833.5,41,1.9988174,14.509804,0
927.563,0,4.6875,4787.75,41,1.9988174,14.117647,0
927.789,0,4.6875,4743,42,1.9988174,14.117647,0
927.982,0,4.6875,4706,42,1.9988174,13.725491,0
928.226,0,4.6875,4658,43,1.9988174,13.725491,0
928.488,0,4.6875,4619,43,1.9988174,13.333333,0
928.772,0,4.6875,4582,43.5,1.9988174,13.333333,0
929.012,0,4.6875,4477.5,43.5,1.9988174,13.333333,0
929.193,0,4.6875,4477.5,43.5,1.9988174,13.333333,0
929.414,0,4.6875,4404.5,43,1.9988174,13.333333,0
929.635,0,4.6875,4388.25,15,1.9988174,11.764706,0
929.860,0,4.6875,4388.25,15,1.9988174,11.764706,0
930.131,0,4.6875,4375,26,0.9754205,12.941176,0
930.313,0,4.6875,4356.75,23,0.9299145,13.333333,0
930.552,0.78125,4.6875,4325,23.5,0.9112485,12.941176,0
930.802,1.5625,4.6875,4306.75,21.5,0.913536,13.333333,0
931.050,0,4.6875,4269.75,22,0.9049045,13.333333,0
931.349,0.78125,4.6875,4243.75,23,0.9036235,13.333333,0
931.548,1.5625,4.6875,4243.75,23,0.9036235,13.333333,0
931.781,0.78125,4.6875,4223.5,23,0.90951,13.333333,0
932.002,2.34375,4.6875,4218.75,35,0.900177,12.941176,0
932.266,1.5625,4.6875,4167.25,35.5,0.908961,13.333333,0
932.463,1.5625,4.6875,4167.25,35.5,0.908961,13.333333,0
932.751,2.34375,4.6875,4163,44.5,0.9155185,15.686275,0
933.007,1.5625,4.6875,4131.5,45,0.979599,16.078432,0
933.268,0.78125,4.6875,4097.25,35.5,0.990762,16.470589,0
933.502,0.78125,4.6875,4097.25,35.5,0.990762,16.470589,0
933.806,0.78125,4.6875,4074.5,45,0.993507,16.470589,0
934.081,0.78125,4.6875,4058,35.5,0.9929885,16.470589,0
934.286,0.78125,4.6875,4037.75,41,0.9903045,16.470589,0
934.566,0.78125,4.6875,4019.75,41.5,0.9928665,16.078432,0
934.790,0.78125,4.6875,4009.75,35,0.995215,16.470589,0
935.032,0,4.6875,3988.75,35.5,0.9929275,16.078432,0
935.313,0.78125,4.6875,3976.75,35.5,0.9912195,15.686275,0
935.551,-0.78125,4.6875,3952.25,30.5,0.996923,14.509804,0
935.747,-0.78125,4.6875,3926.25,27.5,0.9910365,13.725491,0
935.986,0,4.6875,3893.25,31,0.9882915,13.333333,0
936.234,-0.78125,4.6875,3891.5,38,0.986004,13.333333,0
936.481,-1.5625,4.6875,3875.5,37,0.9831065,13.333333,0
936.738,0,4.6875,3857.5,39,0.986126,12.941176,0
936.961,-1.5625,4.6875,3823.75,36.5,1.006012,13.333333,0
937.186,-0.78125,4.6875,3797.75,36.5,0.98271,13.333333,0
937.443,-0.78125,4.6875,3779.75,36,0.996984,13.333333,0
937.735,-1.5625,4.6875,3757.25,27,0.9961605,13.333333,0
937.972,-2.34375,4.6875,3744,27.5,0.9892675,13.333333,0
938.243,-1.5625,4.6875,3690,30.5,0.99064,13.333333,0
938.441,-1.5625,4.6875,3690,30.5,0.99064,13.333333,0
938.688,-1.5625,4.6875,3671.25,31,0.991921,13.333333,0
938.972,-1.5625,4.6875,3631,31.5,0.994605,13.333333,0
939.232,-1.5625,4.6875,3631,31.5,0.994605,13.333333,0
939.484,-1.5625,4.6875,3612.75,32,1.00162,13.333333,0
939.746,-1.5625,4.6875,3612.75,32,1.00162,13.333333,0
939.966,-0.78125,4.6875,3572.5,29,0.9960385,13.333333,0
940.253,-0.78125,4.6875,3555,31.5,0.999607,13.333333,0
940.520,-0.78125,4.6875,3556,39,0.9989055,12.941176,0
940.802,-0.78125,4.6875,3538.25,48,1.034255,16.078432,0
941.048,-0.78125,4.6875,3528.5,48.5,1.0037245,19.215687,0
941.314,-2.34375,6.25,3520,33,0.9769455,22.745098,0
941.563,-3.125,6.25,3606,20.5,1.0060425,57.2549,0
941.775,-3.125,6.25,3629.25,19.5,0.987224,72.15686,0
942.053,1.5625,6.25,3740.25,13,1.035841,92.54902,0.015625477
942.275,7.03125,4.6875,3733.75,-4,1.0237325,92.15686,0
942.501,0,4.6875,3749.75,7,1.042856,21.568628,0
942.761,0,4.6875,3793.75,12.5,1.5565675,12.941176,0
942.981,0,4.6875,3732.5,42,1.9988174,14.117647,0
943.274,0,4.6875,3668.75,40.5,1.9988174,13.333333,0
943.580,0,4.6875,3668.75,40.5,1.9988174,13.333333,0
943.828,0,4.6875,3596.25,40.5,1.9988174,13.333333,0
944.089,0,4.6875,3522.5,41,1.9988174,13.333333,0
944.336,0,4.6875,3457.75,41,1.9988174,13.333333,0
944.599,0,4.6875,3409.5,40,1.9988174,13.333333,0
944.867,0,4.6875,3277,38,1.9988174,13.333333,0
945.139,0,4.6875,3289,37.5,1.9988174,13.333333,0
945.383,0,4.6875,3275.25,38,1.9988174,13.725491,0
945.614,0,4.6875,3275.25,38,1.9988174,13.725491,0
945.874,0,4.6875,3251,13.5,1.9988174,13.333333,0
946.132,0,4.6875,3237.25,38,0.9611465,20,0
946.375,-2.34375,4.6875,3260.25,25,0.8501265,33.72549,0
946.648,-3.125,6.25,3260.25,25,0.8501265,33.72549,0
946.862,-1.5625,6.25,3292.25,19.5,0.9207035,47.058823,0
947.103,-2.34375,6.25,3335,13.5,0.9085645,47.45098,0
947.354,-2.34375,6.25,3361.75,17,0.99857,46.666668,0
947.583,-1.5625,6.25,3385.25,17,0.996252,44.705883,0
947.830,0,4.6875,3412,14.5,0.993507,41.960785,0
948.074,0,4.6875,3421.25,45.5,1.001193,17.647058,0
948.363,1.5625,4.6875,3405,33.5,1.019798,15.686275,0
948.588,0,4.6875,3405,33.5,1.019798,15.686275,0
948.836,0.78125,4.6875,3392.5,34,0.9965875,15.686275,0
949.210,0,4.6875,3359.5,25.5,0.982527,14.117647,0
949.846,0,4.6875,3359.5,25.5,0.982527,14.117647,0
950.541,0,4.6875,3276,28.5,1.0020165,13.725491,0
950.793,0,4.6875,3276,28.5,1.0020165,13.725491,0
951.037,1.5625,4.6875,3238.25,29,1.0039685,14.509804,0
951.246,0.78125,4.6875,3221.5,40,1.0029315,14.117647,0
951.481,0.78125,4.6875,3217.25,42.5,0.9977465,15.686275,0
951.737,0.78125,4.6875,3213.25,40.5,0.9724315,21.960785,0
951.940,1.5625,4.6875,3210.75,33.5,0.9830455,27.450981,0
952.423,0,4.6875,3210.75,33.5,0.9830455,27.450981,0
953.258,0,4.6875,3215.75,32.5,0.9930495,28.62745,0
953.707,-0.78125,4.6875,3222.75,29,0.996496,28.235294,0
953.966,-0.78125,4.6875,3255,29,0.986553,27.450981,0
954.163,-0.78125,4.6875,3278,29.5,0.9874375,27.450981,0
954.403,-1.5625,4.6875,3285.5,25.5,0.991616,27.058823,0
954.566,-1.5625,4.6875,3286.75,25,0.991616,27.058823,0
954.828,-1.5625,4.6875,3286.75,25,0.996557,24.705883,0
955.253,-1.5625,4.6875,3280.75,19,0.992165,22.352942,0
956.031,0,4.6875,3294,24.5,0.9955505,19.215687,0
956.627,0,4.6875,3288.25,38.5,0.999119,17.647058,0
956.865,-0.78125,4.6875,3256.25,22.5,1.000156,17.647058,0
957.047,0,4.6875,3256.25,22.5,0.9925005,17.647058,0
957.241,0.78125,4.6875,3266,28.5,1.006378,15.294118,0
957.478,0,4.6875,3265,30,0.9976855,14.90196,0
957.732,0,4.6875,3265,30,0.9976855,14.90196,0
958.013,0,4.6875,3259.75,35.5,0.997045,14.90196,0
958.269,0,4.6875,3250.75,31.5,1.0017725,15.294118,0
958.514,0,4.6875,3244.75,32,1.0017725,15.294118,0
958.739,0.78125,4.6875,3245,31.5,0.996923,14.90196,0
958.984,0.78125,4.6875,3245,31.5,0.996923,14.90196,0
959.228,0.78125,4.6875,3244.75,31.5,0.9960995,14.90196,0
959.515,0.78125,4.6875,3243.5,31,0.999485,14.90196,0
959.707,0.78125,4.6875,3234,33.5,0.9951845,14.90196,0
959.914,0.78125,4.6875,3234,33.5,0.997472,14.90196,0
960.102,0.78125,4.6875,3238.75,33.5,0.9995765,14.90196,0
960.281,0.78125,4.6875,3231.5,33,0.996801,15.294118,0
960.507,0.78125,4.6875,3234.5,32.5,0.9973805,15.294118,0
960.779,0.78125,4.6875,3233.5,34,0.9948185,15.294118,0
961.075,0.78125,4.6875,3232.75,35.5,0.997228,15.294118,0
961.308,1.5625,4.6875,3227.25,42,0.997167,15.294118,0
961.489,0.78125,4.6875,3230.75,45,1.0009185,16.078432,0
961.722,-1.5625,4.6875,3253.5,31,0.980514,30.588236,0
962.013,-1.5625,6.25,3314.75,23,0.9973195,44.705883,0
962.229,-1.5625,6.25,3314.75,23,0.9973195,44.705883,0
962.415,-0.78125,6.25,3408.5,21.5,0.9857295,50.980392,0
962.621,-0.78125,6.25,3408.5,21.5,0.9857295,50.980392,0
962.863,0,6.25,3450.5,21,1.0034195,52.941177,0
963.132,-0.78125,6.25,3511.25,21,1.006256,54.509804,0
963.401,-0.78125,6.25,3631.5,20.5,0.9915855,58.82353,0
963.610,-0.78125,6.25,3715.5,20.5,0.9910365,63.92157,0
963.865,-1.5625,6.25,3715.5,20.5,0.9910365,63.92157,0
964.150,-1.5625,6.25,3873,20,0.9922565,73.333336,0
964.402,-2.34375,6.25,3956,16.5,0.9889015,74.90196,0
964.682,-2.34375,6.25,3956,16.5,0.9889015,74.90196,0
964.935,-4.6875,6.25,4164.25,15.5,0.9820695,91.76471,0.015625477
965.102,-5.46875,6.25,4258.25,13.5,0.9910975,94.117645,0.037110507
965.392,-5.46875,6.25,4361,13.5,0.995764,95.29412,0.056642354
965.638,-4.6875,6.25,4361,13.5,0.995764,95.29412,0.056642354
965.897,-3.90625,6.25,4575.5,14,0.996252,94.90196,0.078127384
966.108,-2.34375,6.25,4575.5,15,1.00162,95.29412,0.08984649
966.278,-2.34375,6.25,4698.25,15.5,0.999607,96.07843,0.103518784
966.494,-1.5625,6.25,4791.25,16,0.9918905,97.254906,0.11328471
966.704,-2.34375,6.25,4878.75,16,0.9871325,98.039215,0.12305063
966.891,-2.34375,6.25,5057.75,17,0.99125,96.47059,0.13672292
967.194,-2.34375,6.25,5163.5,17,0.9988445,95.68627,0
967.460,-1.5625,6.25,5163.5,17,0.9988445,95.68627,0
967.700,-1.5625,6.25,5250.25,-7,0.905667,89.411766,0
967.940,3.90625,4.6875,5250.25,-7,0.905667,89.411766,0
968.139,0,4.6875,5236,17.5,1.092266,14.509804,0
968.391,0,4.6875,5176.25,39,1.9988174,14.90196,0
968.625,0,4.6875,5176.25,39,1.9988174,14.90196,0
968.861,0,4.6875,5118.25,39,1.9988174,14.509804,0
969.131,0,4.6875,5043.25,39.5,1.9988174,14.90196,0
969.329,0,4.6875,4971,39.5,1.9988174,14.509804,0
969.578,0,4.6875,4882.25,40.5,1.9988174,14.509804,0
969.855,0,4.6875,4824,41,1.9988174,14.509804,0
970.104,0,4.6875,4685,42,1.9988174,13.725491,0
970.359,0,4.6875,4685,42,1.9988174,13.725491,0
970.604,0,4.6875,4629,42.5,1.9988174,13.333333,0
970.819,0,4.6875,4451,44,1.9988174,13.333333,0
971.081,0,4.6875,4451,44,1.9988174,13.333333,0
971.330,0,4.6875,4385.25,43,1.9988174,12.941176,0
971.545,0,4.6875,4346,43,1.9988174,13.333333,0
971.727,0,4.6875,4311.75,42.5,1.9988174,13.333333,0
971.965,0,4.6875,4248.5,42,1.9988174,13.333333,0
972.198,0,4.6875,4248.5,41.5,1.9988174,13.333333,0
972.465,0,4.6875,4185,41,1.9988174,13.333333,0
972.718,0,4.6875,4093,40,1.9988174,13.333333,0
972.929,0,4.6875,4001.5,39,1.9988174,13.333333,0
973.182,0,4.6875,3832.5,40,1.9988174,13.333333,0
973.430,0,4.6875,3832.5,40,1.9988174,13.333333,0
973.688,0,4.6875,3746,40.5,1.9988174,13.333333,0
973.925,0,4.6875,3661.5,40.5,1.9988174,13.333333,0
974.130,0,4.6875,3578,40.5,1.9988174,13.333333,0
974.372,0,4.6875,3432.25,40.5,1.9988174,13.333333,0
974.629,0,4.6875,3432.25,40.5,1.9988174,13.333333,0
974.908,0,4.6875,3360.5,39.5,1.9988174,13.333333,0
975.188,0,4.6875,3296.25,38.5,1.9988174,13.725491,0
975.440,0,4.6875,3228.25,38,1.9988174,13.725491,0
975.663,0,4.6875,3160.5,37.5,1.9988174,13.725491,0
975.925,0,4.6875,3102.5,37,1.9988174,13.725491,0
976.164,0,4.6875,2990.25,36.5,1.9988174,13.725491,0
976.413,0,4.6875,2964.75,37,1.9988174,13.725491,0
976.654,0,4.6875,2964.75,37,1.9988174,13.725491,0
976.831,0,4.6875,2944.25,37,1.9988174,13.725491,0
977.060,0,4.6875,2903.25,37,1.9988174,13.725491,0
977.324,0,4.6875,2903.25,37,1.9988174,13.725491,0
977.590,0,4.6875,2884,4,1.9988174,13.725491,0
977.830,0,4.6875,2890,32.5,0.9360755,17.647058,0
978.028,-1.5625,4.6875,2892.75,32.5,0.886757,18.431372,0
978.264,-0.78125,4.6875,2892.75,32.5,0.886757,18.431372,0
978.490,0.78125,4.6875,2894.5,32.5,0.912682,18.431372,0
978.759,1.5625,4.6875,2896,28.5,0.9167995,18.82353,0
978.956,0.78125,4.6875,2898.25,28,0.9156405,18.82353,0
979.181,-0.78125,4.6875,2906.25,25,0.9114925,18.82353,0
979.431,0,4.6875,2904,24,0.891149,18.82353,0
979.641,1.5625,4.6875,2905.5,21,0.9107605,18.82353,0
979.932,0.78125,4.6875,2907.25,20.5,0.913536,18.431372,0
980.499,0.78125,4.6875,2907.5,21.5,0.912316,18.039215,0
981.286,0.78125,4.6875,2906.75,23,0.907009,16.470589,0
981.594,1.5625,4.6875,2889.25,21,1.0064085,15.686275,0
981.814,1.5625,4.6875,2889.25,21,1.0064085,15.686275,0
982.030,1.5625,4.6875,2877.5,22,0.995764,15.686275,0
982.223,1.5625,4.6875,2877.25,23,0.9997595,15.294118,0
982.485,0.78125,4.6875,2866,25.5,0.994788,15.294118,0
982.738,1.5625,4.6875,2863.75,23,0.993141,15.294118,0
983.258,1.5625,4.6875,2860,22.5,0.996923,15.686275,0
983.917,1.5625,4.6875,2860,23.5,0.997777,15.294118,0
984.465,1.5625,4.6875,2860,23.5,0.997777,15.294118,0
984.655,1.5625,4.6875,2846,26,1.0014066,16.078432,0
984.884,0.78125,4.6875,2842.75,28.5,0.994544,16.470589,0
985.153,1.5625,4.6875,2842.75,28.5,0.994544,16.470589,0
985.346,0.78125,4.6875,2830,26,0.993934,16.470589,0
985.557,1.5625,4.6875,2830,26,0.993934,16.470589,0
985.764,1.5625,4.6875,2833,28,0.9964045,16.470589,0
986.686,0.78125,4.6875,2844.5,39.5,0.974902,19.215687,0
987.414,0,4.6875,2844.5,39.5,0.974902,19.215687,0
987.641,0,4.6875,2919.75,34.5,0.9961605,27.058823,0
987.854,0.78125,4.6875,2919.75,34.5,0.9961605,27.058823,0
988.096,0.78125,4.6875,2942.25,32,1.0029925,29.411764,0
988.258,0,4.6875,2942.25,32,1.0029925,29.411764,0
988.486,0.78125,4.6875,2956.75,27,0.9975635,30.19608,0
988.707,-0.78125,4.6875,2982.25,25,0.9931715,29.80392,0
988.994,-0.78125,4.6875,2995.25,26.5,0.9953065,29.80392,0
989.214,-0.78125,4.6875,3006,26,0.9901825,29.80392,0
989.428,-1.5625,4.6875,3036.75,23,0.99918,30.19608,0
989.642,-0.78125,4.6875,3036.75,23,0.99918,30.19608,0
989.895,-0.78125,4.6875,3053.25,27,1.0009795,29.80392,0
990.142,-0.78125,4.6875,3068.75,23.5,1.000827,29.80392,0
990.324,-0.78125,4.6875,3055.25,20.5,0.9896945,27.450981,0
990.561,-1.5625,4.6875,3057.75,23.5,0.9880475,21.960785,0
990.828,-0.78125,4.6875,3057.75,23.5,0.9853635,21.960785,0
991.052,-1.5625,4.6875,3060.25,34,0.9921345,22.352942,0
991.231,-0.78125,4.6875,3045.75,25.5,0.9921345,22.352942,0
991.507,-0.78125,4.6875,3059.5,27.5,0.9991495,23.137255,0
991.746,-0.78125,4.6875,3059.5,27.5,0.9991495,23.137255,0
991.986,-0.78125,4.6875,3055.75,32.5,0.995825,22.745098,0
992.268,-1.5625,4.6875,3054.5,27.5,0.998814,22.745098,0
992.460,-0.78125,4.6875,3054.5,32,0.9987835,22.745098,0
992.738,-0.78125,4.6875,3043,32.5,0.998936,22.745098,0
992.956,-0.78125,4.6875,3049.25,31,1.0061646,25.490196,0
993.193,-0.78125,4.6875,3049.25,31,1.0061646,25.490196,0
993.434,-0.78125,4.6875,3044.25,32,0.9889015,25.09804,0
993.637,-0.78125,4.6875,3056.75,31,0.998997,29.411764,0
993.890,-1.5625,4.6875,3063.5,31,0.998082,30.19608,0
994.145,-0.78125,4.6875,3063.5,31,0.998082,30.19608,0
994.397,0,4.6875,3058.5,22.5,0.994239,31.37255,0
994.647,0,4.6875,3058.5,22.5,0.994239,31.37255,0
994.913,0,4.6875,3064.25,24.5,0.992043,30.980392,0
995.136,-0.78125,4.6875,3078,25.5,0.9962215,30.980392,0
995.394,-0.78125,4.6875,3115.5,28,0.9910365,37.2549,0
995.605,-0.78125,4.6875,3115.5,28,0.9910365,37.2549,0
995.830,-1.5625,4.6875,3136,27.5,0.9951845,38.431374,0
996.037,-2.34375,6.25,3156,26.5,0.993812,40,0
996.282,-2.34375,6.25,3177,25,1.005036,41.960785,0
996.592,-2.34375,6.25,3204,23,0.998326,44.313725,0
996.889,-1.5625,6.25,3290,21.5,0.9932935,49.411766,0
997.167,-1.5625,6.25,3325,21,0.9932935,49.411766,0
997.411,-1.5625,6.25,3325,21,0.997411,53.333332,0
997.662,-1.5625,6.25,3394.75,14,0.9920125,58.039215,0
997.911,-1.5625,6.25,3432,20,0.9899995,60.39216,0
998.134,-1.5625,6.25,3486.75,19,0.994971,61.17647,0
998.396,-1.5625,6.25,3534.25,6.5,0.963312,30.19608,0
998.647,0.78125,4.6875,3534.25,6.5,0.963312,30.19608,0
998.891,3.125,4.6875,3482.25,27,1.029924,12.941176,0
999.145,0,4.6875,3482.25,27,1.029924,12.941176,0
999.411,0,4.6875,3421.25,41,1.9988174,14.117647,0
999.625,0,4.6875,3421.25,41,1.9988174,14.117647,0
999.867,0,4.6875,3360.25,25,1.2371715,14.509804,0
1000.094,0,4.6875,3360.25,25,1.2371715,14.509804,0
1000.363,0,4.6875,3333.25,11,0.9155795,14.117647,0
1000.546,1.5625,4.6875,3325.5,29,0.9118585,13.333333,0
1000.775,0.78125,4.6875,3325.5,29,0.9118585,13.333333,0
1001.010,1.5625,4.6875,3314.25,30.5,0.918904,13.725491,0
1001.286,1.5625,4.6875,3284.5,28,0.911279,13.725491,0
1001.531,2.34375,4.6875,3262,28,0.91317,13.725491,0
1001.812,1.5625,4.6875,3262,28,0.91317,13.725491,0
1002.047,2.34375,4.6875,3238.5,27,0.9121635,13.725491,0
1002.328,2.34375,4.6875,3238.5,27,0.9121635,13.725491,0
1002.567,2.34375,4.6875,3230,32,0.907924,13.725491,0
1002.808,3.90625,4.6875,3230,32,0.907924,13.725491,0
1003.069,2.34375,4.6875,3201.75,37,0.9013665,19.607843,0
1003.339,1.5625,4.6875,3201.75,37,0.9013665,19.607843,0
1003.611,-0.78125,4.6875,3232.25,31.5,0.974475,26.27451,0
1003.900,0,4.6875,3232.25,31.5,0.972645,31.37255,0
1004.108,-0.78125,4.6875,3253,30,0.988993,33.333332,0
1004.399,-0.78125,4.6875,3286.25,28,0.9906705,35.294117,0
1004.707,0,4.6875,3300,19,0.9938425,35.686275,0
1004.956,-2.34375,4.6875,3300,19,0.9938425,35.686275,0
1005.219,0,4.6875,3280.75,21,0.979782,12.941176,0
1005.492,0,4.6875,3280.75,21,0.979782,12.941176,0
1005.760,0,4.6875,3241.75,10,1.2180785,14.117647,0
1006.016,0,4.6875,3167.5,37.5,1.9988174,13.725491,0
1006.257,0,4.6875,3214.5,37.5,1.9988174,13.725491,0
1006.542,0,4.6875,3144,35.5,0.9981125,14.509804,0
1006.811,0,4.6875,3151,27,0.8992925,26.27451,0
1007.498,-0.78125,4.6875,3151,27,0.8992925,26.27451,0
1008.226,-0.78125,4.6875,3217.5,23,0.9025255,29.411764,0
1008.639,-0.78125,4.6875,3260,30,0.989969,29.411764,0
1008.887,-1.5625,4.6875,3260,30,0.989969,29.411764,0
1009.128,-2.34375,4.6875,3289.25,26,1.00467,30.19608,0
1009.417,-0.78125,4.6875,3316.75,26.5,1.0069575,29.80392,0
1009.658,-2.34375,4.6875,3316.75,26.5,1.0069575,29.80392,0
1009.839,-2.34375,4.6875,3325,28,0.996252,29.80392,0
1010.087,-2.34375,4.6875,3342.5,28,0.993263,30.19608,0
1010.327,-2.34375,4.6875,3356.5,31.5,0.9938425,29.80392,0
1010.617,-2.34375,4.6875,3391.25,25,0.9892675,29.80392,0
1010.897,-2.34375,4.6875,3413.75,35,0.990091,24.313726,0
1011.159,-3.125,4.6875,3413.75,35,0.990091,24.313726,0
1011.405,-2.34375,4.6875,3395.5,23.5,1.01748,17.254902,0
1011.617,-3.90625,4.6875,3395.5,23.5,1.01748,17.254902,0
1011.885,-1.5625,4.6875,3371.5,22.5,0.9865225,13.725491,0
1012.115,-3.90625,4.6875,3372.5,38,1.0064695,13.725491,0
1012.383,-2.34375,4.6875,3346.75,35.5,0.99552,13.725491,0
1012.638,-2.34375,4.6875,3336.75,26,0.997838,13.725491,0
1012.906,-2.34375,4.6875,3313,29.5,1.0021995,13.725491,0
1013.114,-3.125,4.6875,3313,29.5,1.0021995,13.725491,0
1013.418,-1.5625,4.6875,3298.5,41.5,1.020408,14.509804,0
1013.638,-0.78125,4.6875,3293.75,40,1.0239155,20,0
1013.878,-1.5625,4.6875,3295.25,40,0.9908535,21.17647,0
1014.105,-2.34375,4.6875,3296.5,37.5,0.984174,22.745098,0
1014.348,-1.5625,4.6875,3298.75,32,1.001193,23.137255,0
1014.592,-2.34375,4.6875,3298.75,32,1.001193,23.137255,0
1014.847,-1.5625,4.6875,3314,35.5,0.9992715,23.921568,0
1015.104,-1.5625,4.6875,3320.5,35.5,0.996435,23.921568,0
1015.360,-0.78125,4.6875,3320.5,35.5,0.996435,23.921568,0
1015.605,-2.34375,4.6875,3332,30,1.0009185,24.313726,0
1015.866,-0.78125,4.6875,3335.25,32,0.9979295,24.313726,0
1016.084,-1.5625,4.6875,3350.5,36,0.996008,24.313726,0
1016.346,-1.5625,4.6875,3350.5,36,0.996008,24.313726,0
1016.575,-1.5625,4.6875,3361,25,0.990213,24.705883,0
1016.804,-1.5625,4.6875,3362.75,15.5,1.001254,23.921568,0
1017.060,-1.5625,4.6875,3345.5,28.5,0.9962825,12.54902,0
1017.290,-0.78125,4.6875,3352.75,21,1.000888,13.333333,0
1017.509,1.5625,4.6875,3324.5,37,1.002291,13.333333,0
1017.753,-2.34375,4.6875,3324.5,37,1.002291,13.333333,0
1018.002,0,4.6875,3310.5,30.5,0.9813985,13.725491,0
1018.215,0,4.6875,3311.25,24.5,1.003084,13.333333,0
1018.472,0,4.6875,3237,38,1.9988174,13.725491,0
1018.679,0,4.6875,3237,38,1.9988174,13.725491,0
1018.895,0,4.6875,3212,37.5,1.9988174,13.725491,0
1019.072,0,4.6875,3162,37.5,1.9988174,13.725491,0
1019.287,0,4.6875,3162,37.5,1.9988174,13.725491,0
1019.563,0,4.6875,3149.5,37.5,1.9988174,13.725491,0
1019.796,0,4.6875,3114.5,37,1.9988174,13.725491,0
1020.028,0,4.6875,3046.5,36.5,1.9988174,13.725491,0
1020.239,0,4.6875,3020,36.5,1.9988174,13.725491,0
1020.513,0,4.6875,3020,36.5,1.9988174,13.725491,0
1020.845,0,4.6875,2992.25,37.5,1.9988174,13.333333,0
1021.034,0,4.6875,2966.5,36.5,1.9988174,13.725491,0
1021.208,0,4.6875,2925.5,36.5,1.9988174,13.725491,0
1021.454,0,4.6875,2911.25,36.5,1.9988174,13.725491,0
1021.705,0,4.6875,2899.5,-1,1.9988174,13.333333,0
